Controladoria - D.R.E - Resultado Geral Da Empresa 2;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15
 ;( - ) Despesas com Utilidades;132.110,22;0,94%;187.789,91;1,14%;199.017,90;1,24%;11.227,99;6,0%;199.017,90;1,24%;616,23;0,0015;199.634,13;1,25%;
 ;( - ) Despesas Manutenção;300.149,10;2,14%;60.751,30;0,37%;123.553,70;0,77%;62.802,40;103,4%;123.553,70;0,77%;0,00;0;123.553,70;0,77%;
 ;( - ) Despesas Informática (T.I.);34.023,30;0,24%;61.799,51;0,38%;71.955,17;0,45%;10.155,66;16,4%;71.955,17;0,45%;7.860,00;0,0188;79.815,17;0,50%;
 ;( - ) Despesas Honorarios Terceiros;13.976,82;0,10%;116.015,59;0,70%;69.876,03;0,44%;-46.139,56;-39,8%;69.876,03;0,44%;0,00;0;69.876,03;0,44%;
 ;( - ) Despesas Material Expediente;27.216,58;0,19%;38.131,82;0,23%;25.068,98;0,16%;-13.062,84;-34,3%;25.068,98;0,16%;0,00;0;25.068,98;0,16%;
 ;( - ) Despesas de Marketing;59.681,51;0,43%;134.647,30;0,82%;72.752,23;0,45%;-61.895,07;-46,0%;72.752,23;0,45%;0,00;0;72.752,23;0,45%;
 ;( - ) Despesas com Veiculos;17.404,22;0,12%;18.896,04;0,11%;20.623,29;0,13%;1.727,25;9,1%;20.623,29;0,13%;331,85;0,0008;20.955,14;0,13%;
 ;( - ) Alugueis;153.181,00;1,09%;146.155,60;0,89%;147.238,24;0,92%;1.082,64;0,7%;147.238,24;0,92%;57.251,00;0,1368;57.251,00;1,28%;
 ;( - ) Despesas Gerais;16.897,58;0,32%;27.921,44;0,17%;31.781,18;0,20%;3.859,74;13,8%;31.781,18;0,20%;0,00;0;31.781,18;0,08%;
 ;( +) Outras Receitas;44.649,55;0,32%;143.488,97;0,87%;210.053,89;1,31%;66.564,92;46,4%;210.053,89;1,31%;12,90;0;210.066,79;1,31%;
 ;( +) Bonificação Recebidas;132.791,64;0,95%;203.227,57;1,23%;108.965,42;0,68%;-94.262,15;-46,38;108.965,42;0,68%;0,00;0;108.965,42;0,68%;
 ;DESPESAS OPERACIONAIS;2.959.607,60;21,13%;3.157.973,99;19,18%;3.415.565,48;21,32%;257.591,49;8,2%;3.415.565,48;21,32%;67.418,58;0,1611;3.335.745,82;20,85%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;EBITDA;864.983,14;6,18%;1.324.084,70;8,04%;1.053.421,28;6,58%;-270.663,42;-20,4%;1.053.421,28;6,58%;351.117,05;0,8389;1.117.385,67;6,98%;
 ;( - ) Depreciação / Amortização;98.054,20;0,70%;115.254,08;0,70%;112.128,80;0,70%;-3.125,28;-2,7%;112.128,80;0,70%;2.929,75;0,007;115.058,55; ;
 ;EBIT;766.928,94;5,48%;1.208.830,61;7,34%;941.292,48;5,88%;-267.538,14;-22,1%;941.292,48;5,88%;348.187,30;0,8319;1.002.327,12;6,26%;
 ;( - ) Resultado Financeiro;24.946,67;0,18%;34.765,11;0,21%;36.157,27;0,00%;1.392,16;4,0%;36.157,27;0,23%;5.129,03;0,0123;41.286,30; ;
 ;RESULTADO DO PERIODO;741.982,27;5,30%;1.174.065,50;7,13%;905.135,21;5,65%;-268.930,30;-22,9%;905.135,21;5,65%;343.058,27;0,8197;961.040,82;6,01%;
 ;( - ) IRPJ / CSLL;51.165,57;0,37%;86.616,32;0,53%;103.591,53;0,65%;16.975,21;19,6%;103.591,53;0,65%;52.473,69;0,1254;156.065,22; ;
 ;RESULTADO LIQUIDO;690.816,70;4,93%;1.087.449,18;6,60%;801.543,68;5,00%;-285.905,51;-26,3%;801.543,68;5,00%;290.584,58;0,6943;804.975,60;5,03%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;DESPESAS NÃO OPERACIONAIS;397.934,44;2,84%;314.705,74;1,91%;313.233,73;1,96%;1.472,01;-0,47%; ; ;391.694,56;0,9359;417.775,63; ;
 ;PRO LABORE TUBERTINO;68.650,75;0,49%;12.406,05;0,08%;23.622,22;0,15;11.216,17;-47,48%; ; ;284.326,80;0,6793;307.949,02; ;
 ;PRO LABORE DIEGO;0,00;0,00%;32,67;0,00%;90,00;0,00%;57,33;-63,70%; ; ;36.502,00;0,0872;36.592,00; ;
 ;PRO LABORE THIAGO;0,00;0,00%;0,00;0,00%;0,00;0,00%;0,00;-100,00%; ; ;35.432,88;0,0847;35.432,88; ;
 ;PRO LABORE PATRICIA;30.859,90;0,22%;0,00;0,00%;0,00;0,00%;0,00;-100,00%;0,00; ;35.432,88;0,0847;35.432,88; ;
 ;PRO LABORE EMPRESA;0,00;0,00%;3.094,40;0,02%;3.207,02;0,02%;112,62;-3,51%;2.250.097,61; ;0,00;0;3.207,02; ;
 ;TOTAL;-782,37;-0,01%;315,66;0,00%;-838,17;-0,01%;-1.153,83;-137,66%;2.250.097,61; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( + ) ENTRADAS;1.135,10;0,01%;10.251,58;0,06%;2.181,96;0,01%;-8.069,62;369,83%; ; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( - ) RECEBIDOS;1.917,47;0,01%;9.935,92;0,06%;3.020,13;0,06%;-6.915,79;228,99%; ; ; ;; ; ;
 ;INVESTIMENTOS REALIZADOS; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;ALUGUÉIS (HOLDING);299.206,16;2,14%;298.856,96;1,82%;287.152,66;1,74%;-11.704,30;-3,92%; ; ; ;; ; ;
 ;RESULTADO  - LUCRO LIQUIDO;292.882,26;2,09%;772.743,44;4,69%;488.309,95;3,05%; ; ; ; ;-101.109,98;-0,2416;387.199,97;2,42%;
 ;EMPRESTIMOS E FINANCIAMENTOS;211.493,07;1,51%;79.378,63;0,48%;80.473,93;0,50%; ; ; ; ;4.665,18;;85.139,11; ;
 ;RESULTADO  - APÓS PGTO EMPRESTIMOS;81.389,19;0,58%;693.364,81;4,21%;407.836,02;2,55%; ; ; ; ;-105.775,16;;302.060,86; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV FINANCEIRO; ; ;12.872.499,68;80,36%; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Venda Total;4.757.322,20; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto menos 55/80;4.022.926,47; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 80;279.467,96; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 55;194.651,87; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV Devol;28.059,54; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Liquida;4.468.986,76; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
