Controladoria - D.R.E - Resultado Geral Da Empresa 2;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15
Unidades:Supermercado;Periodicidade:Mensal;Período:Fevereiro/2025;;;;;;;;;;;;;;
0000000000000000000010Arial>;D.R.E;Ano Anterior;A.V;Periodo Anterior;A.V;Periodo Atual;A.V;A.H;A.H.;Varejo;A.V.;SENA;;EMPRESA;A.V;
 ; ;Fev/24; ;Jan/25; ;Fev/25; ; ; ;Fev/25; ;Fev/25;;Fev/25; ;
 ;RECEITA BRUTA OPERACIONAL;12.172.376,45; ;13.909.747,22; ;13.437.117,43; ;-472.629,79;-3,4%;13.437.117,43; ;371.524,63;0,0003;13.808.642,06; ;
 ;ABATIMENTOS SOBRE VENDAS;232.396,54; ;286.703,41; ;290.042,63; ;3.339,22;1,16;290.042,63; ;0,00;;290.042,63; ;
 ;RECEITA BRUTA EFETIVA (Produtos);11.939.979,91; ;13.623.043,81; ;13.147.074,80; ;-475.969,01;-3,5%;13.147.074,80; ; ;;13.147.074,80; ;
 ;RECEITA DE SERVIÇOS;0,00; ;0,00; ;0,00; ; ; ;0,00; ;371.524,63;; ; ;
 ;IMPOSTOS SOBRE VENDAS;727.194,96;6,51%;831.280,55;6,51%;787.953,80;6,39%;-43.326,74;-5,21;787.953,80; ;13.560,65;;801.514,45; ;
 ;DEVOLUÇÕES DE VENDA;44.621,27; ;27.855,86; ;27.052,39; ; ; ; ; ; ;;27.052,39; ;
 ;RECEITA OPERACIONAL LIQUIDA;11.168.163,68;100,00%;12.763.907,40;100%;12.332.068,61;100%;-431.838,80;-3,4%;12.332.068,61;100%;357.963,98;1;12.318.507,96;100%;
 ;CMV TOTAL;-8.165.091,72;-73,11%;-9.162.170,56;-71,78%;-8.887.621,25;-72,07%;274.549,31;-3,0%;-8.887.621,25;-72,07%;0,00;0;-8.887.621,25;-72,15%;
 ;( - ) Custo Merc Vendidas - Produtos;7.936.929,77;71,07%;8.947.344,31;70,10%;8.675.957,17;70,35%;-271.387,13;-3,0%;8.675.957,17;70,35%;0,00;0;8.675.957,17;70,43%;
 ;CMV Devolução de Vendas;25.478,28;0,23%;18.331,43;0,14%;17.751,56;0,14%;-579,86;-3,16;17.751,56;0,14%;0,00;0;17.751,56;0,14%;
 ;MARGEM DE VENDA;3.003.071,96;26,89%;3.601.736,84;28,22%;3.444.447,36;27,93%;-157.289,48;-4,4%;3.444.447,36;27,93%;357.963,98;1,0379;3.430.886,71;27,85%;
 ;DESPESAS VARIAVEIS;553.010,91;4,95%;585.596,62;4,59%;570.644,31;4,63%;-14.952,31;-2,6%;570.644,31;4,63%;0,00;0;570.644,31;4,63%;
 ;( - ) Despesas c/ vendas;162.080,77;1,45%;111.271,99;0,87%;132.539,56;1,07%;21.267,57;19,1%;132.539,56;1,07%;0,00;0;132.539,56;1,08%;
 ;( - ) Despesas c/ vendas - Financeiras;111.726,05;1,00%;155.226,94;1,22%;129.803,03;1,05%;-25.423,91;-16,4%;129.803,03;0,00;0,00;0;129.803,03;1,05%;
 ;( - ) Perdas de Mercadorias;116.121,37;1,04%;235.938,63;1,85%;169.638,41;1,38%;-10.795,97;-28,10%;169.638,41;1,38%;0,00;0;169.638,41;1,38%;
 ;( - ) Falta de Mercadorias;696.510,23;6,24%;737.227,93;5,78%;374.497,30;3,04%;-362.730,63;-49,20%;374.497,30;3,04%;0,00;0;374.497,30;3,04%;
 ;Sobra de Mercadorias;330.329,64;2,96%;386.959,42;3,03%;197.774,62;1,60%;-189.184,80;-48,89%;197.774,62;1,60%;0,00;0;197.774,62;1,61%;
 ;( - ) PERDAS TOTAL;279.204,09;2,50%;319.097,69;2,50%;308.301,72;2,50%;-10.795,97;-3,4%;308.301,72;2,50%;0,00;0;308.301,72;2,50%;
 ;MARGEM DE CONTRIBUIÇÃO;2.450.061,05;21,94%;3.016.140,23;23,63%;2.873.803,06;23,30%;-142.337,17;-4,7%;2.873.803,06;23,30%;357.963,98;1;2.860.242,41;23,22%;
 ;DESPESAS FIXAS;1.768.151,22;15,83%;2.096.841,62;16,43%;2.162.845,80;17,54%;66.004,18;3,1%;2.147.845,80;17,42%;68.040,69;0,1901;2.115.574,41;17,17%;
 ;( - ) Despesas de Pessoal (Lojas);1.266.006,72;11,34%;1.456.254,14;11,41%;1.517.268,86;12,30%;61.014,72;4,2%;1.517.268,86;12,30%;0,00;0;1.517.268,86;13,19%;
 ;( - ) Despesas de Pessoal (Administrativo);89.397,45;0,80%;96.624,75;0,76%;107.339,57;0,87%;10.714,82;11,09%;107.339,57;0,87%;0,00;0;107.339,57;0,87%;
 ;( - ) Despesas Tributarias;5.096,19;0,05%;7.482,84;0,06%;12.949,15;0,11%;5.466,31;73,1%;12.949,15;0,11%;2.709,99;0,0076;15.659,14;0,13%;
 ;( - ) Despesas com Utilidades;117.242,50;1,05%;131.823,72;1,03%;135.364,74;1,10%;3.541,02;2,7%;135.364,74;1,10%;11.203,90;0,0313;146.568,64;1,19%;
 ;( - ) Despesas Manutenção;37.293,95;0,33%;74.448,23;0,58%;92.616,92;0,75%;18.168,69;24,4%;92.616,92;0,75%;0,00;0;92.616,92;0,75%;
 ;( - ) Despesas Informática (T.I.);38.180,93;0,34%;32.071,33;0,25%;53.768,83;0,44%;21.697,50;67,7%;53.768,83;0,44%;0,00;0;53.768,83;0,44%;
 ;( - ) Despesas Honorarios Terceiros;25.651,36;0,23%;72.965,28;0,57%;92.767,06;0,75%;19.801,78;27,1%;92.767,06;0,75%;0,00;0;92.767,06;0,75%;
 ;( - ) Despesas Material Expediente;46.814,15;0,42%;25.522,59;0,20%;29.782,21;0,24%;4.259,62;16,7%;29.782,21;0,24%;0,00;0;29.782,21;0,24%;
