Controladoria - D.R.E - Resultado Geral Da Empresa 2;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15
 ;( +) Bonificação Recebidas;34.271,37;0,27%;88.934,83;0,67%;66.468,61;0,49%;-22.466,22;-25,26;66.468,61;0,49%;0,00;0;66.468,61;0,49%;
 ;DESPESAS OPERACIONAIS;2.608.961,69;20,72%;2.809.302,90;21,07%;2.809.639,73;20,58%;336,83;0,0%;2.809.639,73;20,58%;123.746,27;0,3178;2.821.404,21;20,69%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;EBITDA;750.248,96;5,96%;825.882,27;6,19%;946.194,06;6,93%;120.311,78;14,6%;946.194,06;6,93%;265.698,26;0,6822;919.676,36;6,75%;
 ;( - ) Depreciação / Amortização;88.141,42;0,70%;93.335,68;0,70%;95.545,82;0,70%;2.210,14;2,4%;95.545,82;0,70%;2.726,11;0,007;98.271,93; ;
 ;EBIT;662.107,54;5,26%;732.546,59;5,49%;850.648,24;6,23%;118.101,64;16,1%;850.648,24;6,23%;262.972,15;0,6752;821.404,43;6,02%;
 ;( - ) Resultado Financeiro;101.310,43;0,80%;25.795,83;0,19%;37.775,80;0,00%;11.979,97;46,4%;37.775,80;0,28%;132,27;0,0003;37.643,53; ;
 ;RESULTADO DO PERIODO;560.797,11;4,45%;706.750,76;5,30%;812.872,44;5,96%;106.121,67;15,0%;812.872,44;5,96%;262.839,88;0,6749;783.760,90;5,75%;
 ;( - ) IRPJ / CSLL;67.241,76;0,53%;56.057,30;0,42%;54.744,52;0,40%;-1.312,78;-2,3%;54.744,52;0,40%;49.592,53;0,1273;104.337,05; ;
 ;RESULTADO LIQUIDO;493.555,35;3,92%;650.693,46;4,88%;758.127,92;5,55%;107.434,45;16,5%;758.127,92;5,55%;213.247,35;0,5476;679.423,85;4,98%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;DESPESAS NÃO OPERACIONAIS;279.656,26;2,22%;360.411,87;2,70%;384.350,52;2,82%;-23.938,65;6,64%; ; ;92.532,43;0,2376;184.666,99; ;
 ;PRO LABORE TUBERTINO;47.070,84;0,37%;45.802,33;0,34%;38.619,37;0,28;-7.182,96;18,60%; ; ;15.531,51;0,0399;54.150,88; ;
 ;PRO LABORE DIEGO;2.000,00;0,02%;0,00;0,00%;635,10;0,00%;635,10;-100,00%; ; ;16.000,00;0,0411;16.635,10; ;
 ;PRO LABORE THIAGO;0,00;0,00%;0,00;0,00%;200,00;0,00%;200,00;-100,00%; ; ;30.500,46;0,0783;30.700,46; ;
 ;PRO LABORE PATRICIA;38.764,71;0,31%;0,00;0,00%;0,00;0,00%;0,00;-100,00%;0,00; ;30.500,46;0,0783;30.500,46; ;
 ;PRO LABORE EMPRESA;0,00;0,00%;30.382,84;0,23%;50.311,26;0,37%;19.928,42;-39,61%;1.699.318,00; ;0,00;0;50.311,26; ;
 ;TOTAL;-334,41;0,00%;949,58;0,01%;2.368,83;0,02%;1.419,25;-59,91%;1.699.318,00; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( + ) ENTRADAS;958,10;0,01%;1.819,27;0,01%;6.551,16;0,05%;4.731,89;-72,23%; ; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( - ) RECEBIDOS;1.292,51;0,01%;869,69;0,01%;4.182,33;0,01%;3.312,64;-79,21%; ; ; ;; ; ;
 ;INVESTIMENTOS REALIZADOS; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;ALUGUÉIS (HOLDING);192.155,12;1,53%;283.277,12;2,12%;292.215,96;2,19%;8.938,84;3,16%; ; ; ;; ; ;
 ;RESULTADO  - LUCRO LIQUIDO;213.899,09;1,70%;290.281,59;2,18%;373.777,40;2,74%; ; ; ; ;120.714,92;0,31;494.756,86;3,63%;
 ;EMPRESTIMOS E FINANCIAMENTOS;186.413,51;1,48%;202.595,42;1,52%;206.829,63;1,52%; ; ; ; ;1.526,53;;208.356,16; ;
 ;RESULTADO  - APÓS PGTO EMPRESTIMOS;27.485,58;0,22%;87.686,17;0,66%;166.947,77;1,22%; ; ; ; ;119.188,39;;286.400,70; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV FINANCEIRO; ; ;10.654.819,44;78,06%; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Venda Total;4.051.285,54; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto menos 55/80;3.393.430,26; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 80;223.690,53; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 55;176.406,79; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV Devol;37.693,79; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Liquida;3.755.833,78; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
