Controladoria - D.R.E - Resultado Geral Da Empresa 2;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15
 ;( - ) Resultado Financeiro;28.016,62;0,20%;19.645,94;0,14%;32.850,86;0,00%;13.204,92;67,2%;32.850,86;0,23%;5.401,96;0,0136;38.252,82; ;
 ;RESULTADO DO PERIODO;692.836,25;5,01%;800.892,63;5,83%;736.121,34;5,10%;-64.771,29;-8,1%;738.701,34;5,11%;318.943,30;0,8013;752.451,00;5,21%;
 ;( - ) IRPJ / CSLL;58.031,50;0,42%;60.477,15;0,44%;69.486,14;0,48%;9.008,99;14,9%;69.486,14;0,48%;51.706,17;0,1299;121.192,31; ;
 ;RESULTADO LIQUIDO;634.804,75;4,59%;740.415,48;5,39%;666.635,20;4,61%;-73.780,28;-10,0%;669.215,20;4,63%;267.237,13;0,6714;631.258,69;4,37%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;DESPESAS NÃO OPERACIONAIS;381.314,50;2,76%;330.579,37;2,41%;325.614,15;2,25%;4.965,22;-1,50%; ; ;243.116,61;0,6108;266.667,12; ;
 ;PRO LABORE TUBERTINO;30.098,48;0,22%;12.914,72;0,09%;17.676,87;0,12;4.762,15;-26,94%; ; ;54.403,52;0,1367;72.080,39; ;
 ;PRO LABORE DIEGO;0,00;0,00%;2.620,85;0,02%;122,80;0,00%;-2.498,05;2034,24%; ; ;92.249,19;0,2317;92.371,99; ;
 ;PRO LABORE THIAGO;0,00;0,00%;0,00;0,00%;0,00;0,00%;0,00;-100,00%; ; ;48.231,95;0,1212;48.231,95; ;
 ;PRO LABORE PATRICIA;55.347,02;0,40%;0,00;0,00%;0,00;0,00%;0,00;-100,00%;0,00; ;48.231,95;0,1212;48.231,95; ;
 ;PRO LABORE EMPRESA;0,00;0,00%;4.075,28;0,03%;4.148,24;0,03%;72,96;-1,76%;1.946.969,11; ;0,00;0;4.148,24; ;
 ;TOTAL;1.430,00;0,01%;-3.894,08;-0,03%;1.602,60;0,01%;5.496,68;-342,99%;1.946.969,11; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( + ) ENTRADAS;2.954,75;0,02%;1.340,49;0,01%;3.591,46;0,02%;2.250,97;-62,68%; ; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( - ) RECEBIDOS;1.524,75;0,01%;5.234,57;0,04%;1.988,86;0,04%;-3.245,71;163,19%; ; ; ;; ; ;
 ;INVESTIMENTOS REALIZADOS; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;ALUGUÉIS (HOLDING);294.439,00;2,13%;314.862,60;2,29%;302.063,64;2,20%;-12.798,96;-4,06%; ; ; ;; ; ;
 ;RESULTADO  - LUCRO LIQUIDO;253.490,25;1,83%;409.836,11;2,98%;341.021,05;2,36%; ; ; ; ;24.120,52;0,0606;364.591,57;2,53%;
 ;EMPRESTIMOS E FINANCIAMENTOS;207.870,78;1,50%;77.921,48;0,57%;78.424,57;0,54%; ; ; ; ;4.393,57;;82.818,14; ;
 ;RESULTADO  - APÓS PGTO EMPRESTIMOS;45.619,47;0,33%;331.914,63;2,42%;262.596,48;1,82%; ; ; ; ;19.726,95;;281.773,43; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV FINANCEIRO; ; ;11.340.776,97;78,50%; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Venda Total;4.227.625,65; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto menos 55/80;3.550.450,22; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 80;243.668,69; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 55;175.556,94; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV Devol;19.424,19; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Liquida;3.950.251,66; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
