Financeiro - Controladoria Financeira- Monica;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
 ; ;Doações e Patrocínios;2.433,86;0,02%; ; ; ; ; ;;
 ; ;Alugueis;685.128,14;4,55%; ; ; ; ; ;;
 ; ;Taxas Adm de Cartões;176.065,93;1,17%; ; ; ; ; ;;
 ; ;( - ) Recuperação de Despesas;889,02;0,01%; ; ; ; ; ;;
 ; ;Total de Custos Operacionais;3.180.795,24;21,14%; ; ; ; ; ;;
 ; ;LUCRO DAS OPERAÇÕES;665.933,69;4,43%; ; ; ; ; ;;
 ; ;Resultado Financeiro;11.200,56;0,07%; ; ; ; ; ;;
 ; ;Receita Financeira;15.486,80;0,10%; ; ; ; ; ;;
 ; ;Despesas Financeiras;4.286,24;0,03%; ; ; ; ; ;;
 ; ;Lucro Antes do IR;677.134,25;4,50%; ; ; ; ; ;;
 ; ;Imposto de Renda;97.471,46;0,65%; ; ; ; ; ;;
 ; ;Lucro Líquido;579.662,79;3,85%; ; ; ; ; ;;
 ; ;Fluxo dos Investimentos & Financiamentos;477.394,09;3,17%; ; ; ; ; ;;
 ; ;SAÍDAS;477.394,09;3,17%; ; ; ; ; ;;
 ; ;( - ) Empréstimos Bancários;235.957,83;1,57%; ; ; ; ; ;;
 ; ;( - ) Parcelamentos; ;0,00%; ; ; ; ; ;;
 ; ;( - ) Imobilizado/Investimentos;241.436,25;1,60%; ; ; ; ; ;;
 ; ;( - )  Juros S/ Empréstimos;0,01;0,00%; ; ; ; ; ;;
 ; ;ENTRADAS; ;0,00%; ; ; ; ; ;;
 ; ;( + )  Empréstimos; ;0,00%; ; ; ; ; ;;
 ; ;( + )  Venda Imobilizados; ;0,00%; ; ; ; ; ;;
 ; ;( + )   Dividendos Outras Empresas; ;0,00%; ; ; ; ; ;;
 ; ;Fluxo dos Adiantamentos;-10.896,36;-0,07%; ; ; ; ; ;;
 ; ;( - ) Adiantamentos Efetuados;24.943,51; ; ; ; ; ; ;;
 ; ;( + ) Adiantamentos Recebidos;35.839,87; ; ; ; ; ; ;;
 ; ;Fluxo dos Cheques Emitidos;-18.730,27;-0,12%; ; ; ; ; ;;
 ; ;( - ) Cheques Compensados;20.739,50; ; ; ; ; ; ;;
 ; ;( + ) Cheques Emitidos;39.469,77; ; ; ; ; ; ;;
 ; ;NECESSIDADE DE C.G I;131.895,33;0,88%; ; ; ; ; ;;
 ; ;Acionistas;17.003,79;0,11%; ; ; ; ; ;;
 ; ;Recurso de Ligadas; ; ; ; ; ; ; ;;
 ; ;Recurso Enviado a Ligadas; ; ; ; ; ; ; ;;
 ; ;VARIAÇÃO DE CAIXA;114.891,54;0,76%; ; ; ; ; ;;
 ; ;Resgate/Consórcios ; ; ; ; ; ; ; ;;
 ; ;Aplicação/Consórcios; ; ; ; ; ; ; ;;
 ; ;Entradas de Correspondentes;42.627,01; ; ; ; ; ; ;;
 ; ;Saída de Correspondentes;43.056,64; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ;Movimento Final;114.461,91; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ;111607/Resgate;0;
 ; ; ; ; ; ; ;Entradas - Total; ;112101/ Clientes a Receber;54281,34;
 ; ; ; ; ; ; ;Resgate;0,00;112150/Pix;18676,98;
 ; ; ; ; ; ; ;111101/Movimento Caixa;2.632.032,01;112210/Convênio Tejotão;0;
 ; ; ; ; ; ; ;112101/Clientes a Receber;203.042,28;112220/ G & C Hoteis;0;
 ; ; ; ; ; ; ;112103/Clientes Boletos;58.642,81;112230/ Tejotão Card 25;1563,13;
 ; ; ; ; ; ; ;112111/Ifood;13.538,14;112231/ Pereira & Sales Loterias;383,14;
 ; ; ; ; ; ; ;112149/Creditos Receber;0,00;112232/A Regional;6224,9;
 ; ; ; ; ; ; ;112150/Pix;1.616.688,30;112238/ Parana Veiculos;0;
 ; ; ; ; ; ; ;112210/Convênio Tejotão;28.032,46;112240/ Esporte Clube Cometa;0;
 ; ; ; ; ; ; ;112213/Tejotão Card;27.283,49;112244/Rossini;0;
 ; ; ; ; ; ; ;112220/GC Hoteis;0,00;112250/Tejotao Card - Cartoes;0;
 ; ;VALIDAÇÃO 211104;174.739,20; ; ; ;112230/ Tejotão Card 25;11.114,66;112251/ Pelegrine e Silva;4536,15;
 ; ; ; ; ; ; ;112231/Pereira & Sales;383,14;112252/ Livio Rinzler e Outros;5721,76;
 ; ;Serviços Normais;173.754,45; ; ; ;112232/A Regional;9.769,51;112253/Entregas e-commerce;0;
 ; ;Serviços - Investimentos;5.026,72; ; ; ;112234/Sombra Lubrificantes;8.382,55;112254/CDL- Câmara de Dirigentes Lojistas;1899,77;
 ; ; ; ; ; ; ;112238/Parana Veiculos;0,00;112259/LF mecanização;23095,88;
 ; ; ; ; ; ; ;112240/Esporte Clube Cometa;0,00;112302/Debito-Alelo Ali;1655,19;
 ; ; ; ; ; ; ;112243/Edmar;0,00;112303/Debito -Cabal-voucher;1771,08;
 ; ; ; ; ; ; ;112244/Rossini;0,00;112308/Debito-Elo;2394,57;
 ; ; ; ; ; ; ;112248/Entregas a Domicilio;154.199,28;112312/Debito - Maestro;16208,6;
 ; ; ; ; ; ; ;112249/Doações a receber;2.433,86;112319/Debito- Sodexo  Alim;2757,16;
 ; ; ; ; ; ; ;112250/Tejotao Card-Cartoes;8.087,78;112320/Debito - Sodexo  Gift;0;
 ; ; ; ; ; ; ;112251/Pelegrine e Silva;9.072,30;112321/Debito - Ticket Alim;558,77;
 ; ; ; ; ; ; ;112252/Livio Rinzler;12.379,41;112322/Debito - Ticket Restaurante;157,82;
 ; ; ; ; ; ; ;112253/E-commerce;36.177,18;112323/Debito - Ticket Flex;271,35;
 ; ; ; ; ; ; ;112254/CDL- Câmara de Dirigentes Lojistas;3.795,22;112326/Debito - Visa Electron;31128,81;
 ; ; ; ; ; ; ;112255/Tejotão Card 10;45.996,87;112327/ Debito - Alelo Refeição;0;
 ; ; ; ; ; ; ;112256/Tejotão Card 15;4.786,44;112329/Debito - VR Ali;524,24;
 ; ; ; ; ; ; ;112257/Verídiana de Aguia;0,00;112330/Debito - Sodexo Ref;0;
 ; ; ; ; ; ; ;112258/Café Tejota;5.698,00;112331/Débito - Sodexo Premium;0;
 ; ; ; ; ; ; ;112259/LF mecanização;47.671,21;112350/Credito -AMEX;1528,13;
 ; ; ; ; ; ; ;112260/Rede Orto;600,00;112351/Credito - Hipercard;0;
 ; ; ; ; ; ; ;112302/Debito-Alelo Ali;184.096,51;112352/Credito - Cabal;0;
 ; ; ; ; ; ; ;112303/Debito - Cabal-voucher;188.731,02;112353/Credito-GoodCard;0;
 ; ; ; ; ; ; ;112308/Debito-Elo;505.574,21;112355/Credito - ECX Card;0;
 ; ; ; ; ; ; ;112312/Debito - Maestro;1.584.567,57;112357/Credito - Elo;11963,09;
 ; ; ; ; ; ; ;112311/Devedores Duvidosos;0,00;112358/Debito - Elo Voucher;213,17;
 ; ; ; ; ; ; ;112319/Debito - Sodexo - Alimentação;383.681,24;112361/Credito - Mastercard;30592,47;
 ; ; ; ; ; ; ;112320/Debito - Sodexo - Gift;69,95;112372/Credito - Visa;17535,11;
 ; ; ; ; ; ; ;112321/Debito - Ticket Alim;176.888,78;112373/Credito - Vale Card;0;
 ; ; ; ; ; ; ;112322/Debito - Ticket Restaurante;0,00;112375/Credito - Policard/Up Brasil;781,82;
 ; ; ; ; ; ; ;112323/Debito - Ticket Flex;173,24;112379/Credito - Tricard;217,07;
 ; ; ; ; ; ; ;112326/Debito - Visa Electron;1.979.675,23;112380/Debito -VR ref;0;
 ; ; ; ; ; ; ;112327/Debito - Alelo Refeição;26.204,76;112381/Debito - Cabal;0;
 ; ; ; ; ; ; ;112329/Debito - VR Alimentação;201.901,80;112382/Debito- Ben Vale Refeição;0;
 ; ; ; ; ; ; ;112330/Debito - Sodexo Refeição Pass;41.842,13;112383/Debito - Ben Vale Alim;0;
 ; ; ; ; ; ; ;112331/Débito - Sodexo Premium Pass;0,00;112386/Debito-Green Card - Alimentação;0;
 ; ; ; ; ; ; ;112350/Credito - American Express - AMEX;24.101,49;112398/Pic Pay;0;
 ; ; ; ; ; ; ;112351/Credito - Hipercard;0,00;112399/POS;0;
 ; ; ; ; ; ; ;112352/Credito - Cabal;0,00;112417/Credito - Sysprocard;0;
 ; ; ; ; ; ; ;112353/Credito-GoodCard;215,53;112501/Cheque AV;16284,77;
 ; ; ; ; ; ; ;112357/Credito - Elo;451.408,29;112502/Cheque Pre;18885,12;
 ; ; ; ; ; ; ;112358/Debito - Elo Voucher;40.554,20;112503/Cheque devolvido;10878,14;
 ; ; ; ; ; ; ;112359/Credito - Elo Voucher;3.731,62;112703/ Devolução de Mercadoria a Receber - RCM;6300,11;
 ; ; ; ; ; ; ;112361/Credito - Mastercard;2.627.204,57;112707/Creditos Trocas em Cobrança;0;
 ; ; ; ; ; ; ;112372/Credito - Visa;1.702.469,15;112985/IRRF a Compensar;1967,43;
 ; ; ; ; ; ; ;112373/Credito - Vale Card;38.291,23;127201/Partic em Outras Sociedades;190;
 ; ; ; ; ; ; ;112375/Credito - Policard/Up Brasil;53.033,93;127203/Aracredi Banco Cooperativa Ltda;0;
 ; ; ; ; ; ; ;112379/Credito - Tricard;46.486,34;211101/Fornec. p/ Revenda;10987772,08;
 ; ; ; ; ; ; ;112380/Debito -VR ref;28.807,61;211102/Fornec p/ Consumo;208030,51;
 ; ; ; ; ; ; ;112381/Debito - Cabal;10.228,12;211103/Fornec de Serviços;358492,98;
 ; ; ; ; ; ; ;112382/Debito- Ben Vale Refeição;0,00;211104/Faturas a Pagar;173754,45;
 ; ; ; ; ; ; ;112383/Debito - Ben Vale Alim;0,00;211105/Fretes a Pagar;452,1;
 ; ; ; ; ; ; ;112386/Debito-Green Card - Alimentação;43,76;211109/Fornecedor de Investimento;5680;
 ; ; ; ; ; ; ;112398/Pic Pay;0,00;211110/Fornec desp gerais;7397,8;
 ; ; ; ; ; ; ;112417/Credito - Sysprocard;3.593,88;211201/Obrig Imobilizado;235566,25;
 ; ; ; ; ; ; ;112501/Cheque AV;22.839,49;211301/Salários e Ordenado;552344,41;
 ; ; ; ; ; ; ;112502/Cheque Pre;105.415,10;211302/Férias a Pagar;79064,82;
 ; ; ; ; ; ; ;112503/Cheque devolvido;8.414,39;211303/ 13º Salário a Pagar;0;
 ; ; ; ; ; ; ;112701/Adiant. a Fornec.;35.839,87;211304/Verbas Resc a Pagar;44430,7;
 ; ; ; ; ; ; ;112702/Acordo Comercial-verbas;39.803,79;211305/Sindicatos a Pagar;224,91;
 ; ; ; ; ; ; ;112703/Devolução RCM;69.327,16;211306/Pensão Alimentícia;2519,95;
 ; ; ; ; ; ; ;112706/Trocas A Indenizar;1.411,91;211307/Adiant a Func;234143,24;
 ; ; ; ; ; ; ;112707/Trocas em cobrança;66.959,72;211309/Adto 13º Salário;0;
 ; ; ; ; ; ; ;112710/Acordo Comercial-reduz;0,00;211410/Outras Obrig Trabal a Pagar;71236,94;
 ; ; ; ; ; ; ;112711/Acordo Descontos Obt;0,00;211501/ICMS a Recolher;217937,32;
 ; ; ; ; ; ; ;112713/ Acordos Bonificação;32.898,02;211502/PIS a Recolher;26321,5;
 ; ; ; ; ; ; ;112714/Sell Out;0,00;211503/COFINS a Recolher;121383,15;
 ; ; ; ; ; ; ;112799/Cred c/ Fornecedores;0,00;211504/INSS a Recolher;371372,75;
 ; ; ; ; ; ; ;112801/Adto Funcionários;0,00;211505/FGTS a Pagar;83059,07;
 ; ; ; ; ; ; ;112802/Antecipacao de Férias;0,00;211506/IRPJ a Pagar;71140,78;
 ; ; ; ; ; ; ;112807/Quebra de Caixa;4.508,54;211507/CSLL a Pagar;26330,68;
 ; ; ; ; ; ; ;112949/Outras CR;127,30;211508/IPTU a Pagar;0;
 ; ; ; ; ; ; ;112952/Adto Clientes;0,00;211509/IPVA a Pagar;5873,5;
 ; ; ; ; ; ; ;112953/Adto Clientes;27.155,31;211511/Multas a Pagar;0;
 ; ; ; ; ; ; ;121953/Depósitos Judiciais - LP;0,00;211512/Multas Trabalhistas;4349,12;
 ; ; ; ; ; ; ;211902/Contra Vale a Pagar;0,00;211513/ICMS ST à Recolher;8327,73;
 ; ; ; ; ; ; ;211910/Multi Facil - Recarga de celular;0,00;211550/Fornec Tribut a Rec;3514,65;
 ; ; ; ; ; ; ;211911/Corresp. Bancário;0,00;211601/Funrural a Recolher;5309,41;
 ; ; ; ; ; ; ;211925/Acordos Com a Apropriar;0,00;211602/IRRF a Recolher;11311,79;
 ; ; ; ; ; ; ;211945/Cheques P/Pgto.;39.469,77;211603/ISSQN a Recolher;487,98;
 ; ; ; ; ; ; ;211946/Outras Contas a Pagar;0,00;211604/Pis/Cofins/Csll a Recolher;2583,42;
 ; ; ; ; ; ; ;214304( - ) Juros  Aracredi;898,96;211605/INSS Retido a Recolher;2683,95;
 ; ; ; ; ; ; ;214306( - ) Juros Safra;8.191,69;211901/Devolução de Vendas a Pagar;13072,92;
 ; ; ; ; ; ; ;313101/Juros Recebidos;636,04;211902/Contra Vale a Pagar;427,4;
 ; ; ; ; ; ; ;313102/Descontos Obtidos;3.100,13;211903/Adiant. de Clientes;24990,37;
 ; ; ; ; ; ; ;313105/Rend. Aplic. Financeira;11.748,91;211905/Créd Trocas/Boni Inden;23579,67;
 ; ; ; ; ; ; ;313106/Bônus Correspondente Bancário;30,81;211910/Multi Facil - Recarga de celular;0;
 ; ; ; ; ; ; ;313203/Receitas Eventuais;0,00;211911/Corresp. Bancário;30388,64;
 ; ; ; ; ; ; ;313204/Sobra de Cx Fech;0,00;211913/Alugueis a Pagar;685128,14;
 ; ; ; ; ; ; ;313206/Acordo Comerc - Verbas;51.645,60;211914/Convênios Terceiros - Folha de Pagamento;42753,95;
 ; ; ; ; ; ; ;313208/Ganho Recarga;309,83;211915/Vale - Cesta Alimentação;0;
 ; ; ; ; ; ; ;313209/SOBRA CEASA;0,00;211916/Repasse Recarga de celular;12668;
 ; ; ; ; ; ; ;331110/Encargos Sociais - INSS;0,00;211917/Vale Cesta - Consolidado;27804,04;
 ; ; ; ; ; ; ;331413/Sistemas Monitorados;889,02;211920/Adiant. a Fornecedor;24943,51;
 ; ; ; ; ; ; ;333101/Juros Pagos;0,00;211921/Bonificações a Apropriar;20035,39;
 ; ; ; ; ; ; ;333102/Descontos Concedidos;1,72;211925/Acordos Comerciais a Apropriar;51645,6;
 ; ; ; ; ; ; ;333108/ Tarifas Bancárias;0,00;211930/Depositos Judiciais de Terceiros a pagar;373,55;
 ; ; ; ; ; ; ;333109/Taxas adm Cartoes;0,00;211940/Distrib de Lucro Sócios;17003,79;
 ; ; ; ; ; ; ;333114/Aluguel de P.O.S.;0,00;211945/Cheq Pré P/ Pagam;20739,5;
 ; ; ; ; ; ; ;333206/Perdas s/ Créditos;0,00;211946/Outras Contas Pagar;3450;
 ; ; ; ; ; ; ; ; ;211948/Outras Contas a pagar - I;19435,8;
 ; ; ; ; ; ; ; ; ;211949/Outras CP - Fornecedores;2212,61;
 ; ; ; ; ; ; ; ; ;214303/Banco Aracredi;149086,51;
 ; ; ; ; ; ; ; ; ;214305/Banco Safra;84658,71;
 ; ; ; ; ; ; ; ; ;312107/Chargeback;0;
 ; ; ; ; ; ; ; ; ;313102/Descontos Obtidos;0,68;
 ; ; ; ; ; ; ; ; ;313107/Desc Obt - Acordos Comerciais;0;
 ; ; ; ; ; ; ; ; ;321255/( - ) Bonificações;17,77;
 ; ; ; ; ; ; ; ; ;331110/Encargos Sociais - INSS;6,66;
 ; ; ; ; ; ; ; ; ;331305/Multas Dedutíveis;0;
 ; ; ; ; ; ; ; ; ;332615/Taxas Ifood;1485,21;
 ; ; ; ; ; ; ; ; ;332707/Doações;2433,86;
 ; ; ; ; ; ; ; ; ;333101/Juros Pagos;1,64;
 ; ; ; ; ; ; ; ; ;333102/Desc. Concedidos;606,36;
 ; ; ; ; ; ; ; ; ;333107/IOF;1360,28;
 ; ; ; ; ; ; ; ; ;333108/Tarifas Bancárias;2304,33;
 ; ; ; ; ; ; ; ; ;333109/Taxas adm Cartoes;158477,95;
 ; ; ; ; ; ; ; ; ;333111/Tarifa s/ Cobrança;12,95;
 ; ; ; ; ; ; ; ; ;333114/Aluguel de P.O.S.;2332;
 ; ; ; ; ; ; ; ; ;333117/Juros Empr/Financ;9090,66;
 ; ; ; ; ; ; ; ; ;333120/Tarifa  Alelo Ali;58,5;
 ; ; ; ; ; ; ; ; ;333124/Tarifa - Sodexo Alim;143,45;
 ; ; ; ; ; ; ; ; ;333125/Tarifa - Ticket Alim;10227,06;
 ; ; ; ; ; ; ; ; ;333127/ Tarifa Debito - Alelo Refeição;0;
 ; ; ; ; ; ; ; ; ;333128/Tarifa- VR Benef;182,52;
 ; ; ; ; ; ; ; ; ;333129/Tarifa - Sodexo Ref;379,64;
 ; ; ; ; ; ; ; ; ;333130/Tarifa- Sodexo Premium;0;
 ; ; ; ; ; ; ; ; ;333131/Tarifa - AMEX;0;
 ; ; ; ; ; ; ; ; ;333133/Tarifa Credito - Cabal;0;
 ; ; ; ; ; ; ; ; ;333134/ Tarifa GoodCard;4,08;
 ; ; ; ; ; ; ; ; ;333135/Tarifa Cred System;7;
 ; ; ; ; ; ; ; ; ;333136/Tarifa - ECX Card;0;
 ; ; ; ; ; ; ; ; ;333139/Tarifa- Mastercard;0;
 ; ; ; ; ; ; ; ; ;333141/Tarifa - Vale Card;716,42;
 ; ; ; ; ; ; ; ; ;333143/Tarifa- Policard;0;
 ; ; ; ; ; ; ; ; ;333148/Tarifa -UP Brasil;734,93;
 ; ; ; ; ; ; ; ; ;333149/Anuidade C Cred;0;
 ; ; ; ; ; ; ; ; ;333153/Tarifa - Sodexo Gift;10,9;
 ; ; ; ; ; ; ; ; ;333154/Tarifa T.r.;560,43;
 ; ; ; ; ; ; ; ; ;333155/Tarifa Ticket Flex;745,84;
 ; ; ; ; ; ; ; ; ;333156/Tarifa - Ben Visa;0;
 ; ; ; ; ; ; ; ; ;333157/Tarifa - PIX;0;
 ; ; ; ; ; ; ; ; ;333158/Tarifa -Green Card Ref;0;
 ; ; ; ; ; ; ; ; ;333160/Tarifa - Green Card - Alimentação;0;
 ; ; ; ; ; ; ; ; ;333206/Perdas c/ Créditos Incobráveis;0;
 ; ; ; ; ; ; ; ; ;333211/Falta de Cx ñ Cobrada;0;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;265666,9;
 ; ; ; ; ; ; ; ; ; ;15122170,09;
 ; ; ; ; ; ; ; ; ; ;224982,88;
 ; ; ; ; ; ; ; ; ; ;47724,36;
 ; ; ; ; ; ; ; ; ; ;15612819,87;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
