Financeiro - Controladoria Financeira- Monica;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
 ; ; ; ; ; ; ;112240/Esporte Clube Cometa;13.750,90;112302/Debito-Alelo Ali;2406,93;
 ; ; ; ; ; ; ;112243/Edmar;0,00;112303/Debito -Cabal-voucher;1834,7;
 ; ; ; ; ; ; ;112244/Rossini;9.514,93;112308/Debito-Elo;3529,69;
 ; ; ; ; ; ; ;112248/Entregas a Domicilio;149.671,65;112312/Debito - Maestro;20039,99;
 ; ; ; ; ; ; ;112249/Doações a receber;1.976,19;112319/Debito- Sodexo  Alim;7202,01;
 ; ; ; ; ; ; ;112250/Tejotao Card-Cartoes;5.061,12;112320/Debito - Sodexo  Gift;0;
 ; ; ; ; ; ; ;112251/Pelegrine e Silva;5.881,40;112321/Debito - Ticket Alim;1441,71;
 ; ; ; ; ; ; ;112252/Livio Rinzler;13.059,43;112322/Debito - Ticket Restaurante;0;
 ; ; ; ; ; ; ;112253/E-commerce;40.209,84;112323/Debito - Ticket Flex;0;
 ; ; ; ; ; ; ;112254/CDL- Câmara de Dirigentes Lojistas;2.799,02;112326/Debito - Visa Electron;32439,43;
 ; ; ; ; ; ; ;112255/Tejotão Card 10;64.435,69;112327/ Debito - Alelo Refeição;64,04;
 ; ; ; ; ; ; ;112256/Tejotão Card 15;5.483,60;112329/Debito - VR Ali;512,38;
 ; ; ; ; ; ; ;112257/Verídiana de Aguia;0,00;112330/Debito - Sodexo Ref;0;
 ; ; ; ; ; ; ;112258/Café Tejota;4.500,05;112331/Débito - Sodexo Premium;0;
 ; ; ; ; ; ; ;112259/LF mecanização;0,00;112350/Credito -AMEX;1338,61;
 ; ; ; ; ; ; ;112260/Rede Orto;0,00;112351/Credito - Hipercard;0;
 ; ; ; ; ; ; ;112302/Debito-Alelo Ali;131.493,23;112352/Credito - Cabal;0;
 ; ; ; ; ; ; ;112303/Debito - Cabal-voucher;129.076,60;112353/Credito-GoodCard;0;
 ; ; ; ; ; ; ;112308/Debito-Elo;385.523,16;112355/Credito - ECX Card;0;
 ; ; ; ; ; ; ;112312/Debito - Maestro;1.513.503,36;112357/Credito - Elo;8592,15;
 ; ; ; ; ; ; ;112311/Devedores Duvidosos;70,00;112358/Debito - Elo Voucher;0;
 ; ; ; ; ; ; ;112319/Debito - Sodexo - Alimentação;236.927,35;112361/Credito - Mastercard;46624,13;
 ; ; ; ; ; ; ;112320/Debito - Sodexo - Gift;0,00;112372/Credito - Visa;17968,66;
 ; ; ; ; ; ; ;112321/Debito - Ticket Alim;117.474,25;112373/Credito - Vale Card;0;
 ; ; ; ; ; ; ;112322/Debito - Ticket Restaurante;173,78;112375/Credito - Policard/Up Brasil;549,01;
 ; ; ; ; ; ; ;112323/Debito - Ticket Flex;0,00;112379/Credito - Tricard;452,72;
 ; ; ; ; ; ; ;112326/Debito - Visa Electron;1.821.808,78;112380/Debito -VR ref;0;
 ; ; ; ; ; ; ;112327/Debito - Alelo Refeição;21.077,56;112381/Debito - Cabal;0;
 ; ; ; ; ; ; ;112329/Debito - VR Alimentação;127.950,00;112382/Debito- Ben Vale Refeição;0;
 ; ; ; ; ; ; ;112330/Debito - Sodexo Refeição Pass;29.094,98;112383/Debito - Ben Vale Alim;0;
 ; ; ; ; ; ; ;112331/Débito - Sodexo Premium Pass;261,05;112386/Debito-Green Card - Alimentação;0;
 ; ; ; ; ; ; ;112350/Credito - American Express - AMEX;30.474,40;112398/Pic Pay;0;
 ; ; ; ; ; ; ;112351/Credito - Hipercard;100,00;112399/POS;0;
 ; ; ; ; ; ; ;112352/Credito - Cabal;705,32;112417/Credito - Sysprocard;0;
 ; ; ; ; ; ; ;112353/Credito-GoodCard;205,37;112501/Cheque AV;14967,91;
 ; ; ; ; ; ; ;112357/Credito - Elo;309.307,40;112502/Cheque Pre;26003,3;
 ; ; ; ; ; ; ;112358/Debito - Elo Voucher;0,00;112503/Cheque devolvido;304,79;
 ; ; ; ; ; ; ;112359/Credito - Elo Voucher;0,00;112703/ Devolução de Mercadoria a Receber - RCM;7302,9;
 ; ; ; ; ; ; ;112361/Credito - Mastercard;2.227.231,83;112707/Creditos Trocas em Cobrança;0;
 ; ; ; ; ; ; ;112372/Credito - Visa;1.276.363,89;112985/IRRF a Compensar;1466,64;
 ; ; ; ; ; ; ;112373/Credito - Vale Card;33.997,74;127201/Partic em Outras Sociedades;130;
 ; ; ; ; ; ; ;112375/Credito - Policard/Up Brasil;49.564,89;127203/Aracredi Banco Cooperativa Ltda;0;
 ; ; ; ; ; ; ;112379/Credito - Tricard;49.618,59;211101/Fornec. p/ Revenda;9001455,56;
 ; ; ; ; ; ; ;112380/Debito -VR ref;22.306,69;211102/Fornec p/ Consumo;202266,33;
 ; ; ; ; ; ; ;112381/Debito - Cabal;8.514,13;211103/Fornec de Serviços;375053,19;
 ; ; ; ; ; ; ;112382/Debito- Ben Vale Refeição;652,27;211104/Faturas a Pagar;153655,83;
 ; ; ; ; ; ; ;112383/Debito - Ben Vale Alim;328,56;211105/Fretes a Pagar;12738,16;
 ; ; ; ; ; ; ;112386/Debito-Green Card - Alimentação;2.240,47;211109/Fornecedor de Investimento;597;
 ; ; ; ; ; ; ;112398/Pic Pay;492,46;211110/Fornec desp gerais;16665,75;
 ; ; ; ; ; ; ;112417/Credito - Sysprocard;3.002,42;211201/Obrig Imobilizado;512370,43;
 ; ; ; ; ; ; ;112501/Cheque AV;20.614,29;211301/Salários e Ordenado;496792,71;
 ; ; ; ; ; ; ;112502/Cheque Pre;117.360,68;211302/Férias a Pagar;76334,44;
 ; ; ; ; ; ; ;112503/Cheque devolvido;1.004,79;211303/ 13º Salário a Pagar;0;
 ; ; ; ; ; ; ;112701/Adiant. a Fornec.;455.346,45;211304/Verbas Resc a Pagar;46793,85;
 ; ; ; ; ; ; ;112702/Acordo Comercial-verbas;38.042,14;211305/Sindicatos a Pagar;136,8;
 ; ; ; ; ; ; ;112703/Devolução RCM;47.287,22;211306/Pensão Alimentícia;3018;
 ; ; ; ; ; ; ;112706/Trocas A Indenizar;222,46;211307/Adiant a Func;225187,86;
 ; ; ; ; ; ; ;112707/Trocas em cobrança;35.214,23;211309/Adto 13º Salário;0;
 ; ; ; ; ; ; ;112710/Acordo Comercial-reduz;0,00;211410/Outras Obrig Trabal a Pagar;0;
 ; ; ; ; ; ; ;112711/Acordo Descontos Obt;0,00;211501/ICMS a Recolher;250769,96;
 ; ; ; ; ; ; ;112713/ Acordos Bonificação;16.882,15;211502/PIS a Recolher;30066,38;
 ; ; ; ; ; ; ;112714/Sell Out;0,00;211503/COFINS a Recolher;138632,47;
 ; ; ; ; ; ; ;112799/Cred c/ Fornecedores;0,00;211504/INSS a Recolher;348160,91;
 ; ; ; ; ; ; ;112801/Adto Funcionários;0,00;211505/FGTS a Pagar;75890,67;
 ; ; ; ; ; ; ;112802/Antecipacao de Férias;0,00;211506/IRPJ a Pagar;45390,81;
 ; ; ; ; ; ; ;112807/Quebra de Caixa;4.326,94;211507/CSLL a Pagar;17060,69;
 ; ; ; ; ; ; ;112949/Outras CR;120,97;211508/IPTU a Pagar;2763,96;
 ; ; ; ; ; ; ;112952/Adto Clientes;0,00;211509/IPVA a Pagar;4200,38;
 ; ; ; ; ; ; ;112953/Adto Clientes;2.958,90;211511/Multas a Pagar;0;
 ; ; ; ; ; ; ;121953/Depósitos Judiciais - LP;0,00;211512/Multas Trabalhistas;11316,01;
 ; ; ; ; ; ; ;211902/Contra Vale a Pagar;0,00;211513/ICMS ST à Recolher;8253,66;
 ; ; ; ; ; ; ;211910/Multi Facil - Recarga de celular;0,00;211550/Fornec Tribut a Rec;16,36;
 ; ; ; ; ; ; ;211911/Corresp. Bancário;0,00;211601/Funrural a Recolher;3277,22;
 ; ; ; ; ; ; ;211925/Acordos Com a Apropriar;0,00;211602/IRRF a Recolher;18955,07;
 ; ; ; ; ; ; ;211945/Cheques P/Pgto.;12.497,30;211603/ISSQN a Recolher;464,55;
 ; ; ; ; ; ; ;211946/Outras Contas a Pagar;0,00;211604/Pis/Cofins/Csll a Recolher;3183,27;
 ; ; ; ; ; ; ;214304( - ) Juros  Aracredi;13.352,48;211605/INSS Retido a Recolher;2555,16;
 ; ; ; ; ; ; ;214306( - ) Juros Safra;19.891,12;211901/Devolução de Vendas a Pagar;15730,38;
 ; ; ; ; ; ; ;313101/Juros Recebidos;1.356,95;211902/Contra Vale a Pagar;414,75;
 ; ; ; ; ; ; ;313102/Descontos Obtidos;4.672,20;211903/Adiant. de Clientes;419,68;
 ; ; ; ; ; ; ;313105/Rend. Aplic. Financeira;17.459,13;211905/Créd Trocas/Boni Inden;12176,48;
 ; ; ; ; ; ; ;313106/Bônus Correspondente Bancário;5,07;211910/Multi Facil - Recarga de celular;0;
 ; ; ; ; ; ; ;313203/Receitas Eventuais;1,20;211911/Corresp. Bancário;43420,59;
 ; ; ; ; ; ; ;313204/Sobra de Cx Fech;0,00;211913/Alugueis a Pagar;789085,61;
 ; ; ; ; ; ; ;313206/Acordo Comerc - Verbas;35.993,36;211914/Convênios Terceiros - Folha de Pagamento;38573,96;
 ; ; ; ; ; ; ;313208/Ganho Recarga;350,52;211915/Vale - Cesta Alimentação;0;
 ; ; ; ; ; ; ;313209/SOBRA CEASA;0,00;211916/Repasse Recarga de celular;10748;
 ; ; ; ; ; ; ;331110/Encargos Sociais - INSS;110,48;211917/Vale Cesta - Consolidado;0;
 ; ; ; ; ; ; ;331413/Sistemas Monitorados;0,34;211920/Adiant. a Fornecedor;15799,9;
 ; ; ; ; ; ; ;333101/Juros Pagos;6,91;211921/Bonificações a Apropriar;15932,64;
 ; ; ; ; ; ; ;333102/Descontos Concedidos;0,00;211925/Acordos Comerciais a Apropriar;35993,36;
 ; ; ; ; ; ; ;333108/ Tarifas Bancárias;0,00;211930/Depositos Judiciais de Terceiros a pagar;0;
 ; ; ; ; ; ; ;333109/Taxas adm Cartoes;0,00;211940/Distrib de Lucro Sócios;72895,89;
 ; ; ; ; ; ; ;333114/Aluguel de P.O.S.;0,00;211945/Cheq Pré P/ Pagam;66423,57;
 ; ; ; ; ; ; ;333206/Perdas s/ Créditos;0,00;211946/Outras Contas Pagar;52795,51;
 ; ; ; ; ; ; ; ; ;211948/Outras Contas a pagar - I;0;
 ; ; ; ; ; ; ; ; ;211949/Outras CP - Fornecedores;0;
 ; ; ; ; ; ; ; ; ;214303/Banco Aracredi;149086,51;
 ; ; ; ; ; ; ; ; ;214305/Banco Safra;85126,81;
 ; ; ; ; ; ; ; ; ;312107/Chargeback;0;
 ; ; ; ; ; ; ; ; ;313102/Descontos Obtidos;9,25;
 ; ; ; ; ; ; ; ; ;313107/Desc Obt - Acordos Comerciais;0;
 ; ; ; ; ; ; ; ; ;321255/( - ) Bonificações;0;
 ; ; ; ; ; ; ; ; ;331110/Encargos Sociais - INSS;0;
 ; ; ; ; ; ; ; ; ;331305/Multas Dedutíveis;0;
 ; ; ; ; ; ; ; ; ;332615/Taxas Ifood;936,55;
 ; ; ; ; ; ; ; ; ;332707/Doações;1976,19;
 ; ; ; ; ; ; ; ; ;333101/Juros Pagos;201,13;
 ; ; ; ; ; ; ; ; ;333102/Desc. Concedidos;918,53;
 ; ; ; ; ; ; ; ; ;333107/IOF;5876,24;
 ; ; ; ; ; ; ; ; ;333108/Tarifas Bancárias;2566,42;
 ; ; ; ; ; ; ; ; ;333109/Taxas adm Cartoes;126937,36;
 ; ; ; ; ; ; ; ; ;333111/Tarifa s/ Cobrança;1,71;
 ; ; ; ; ; ; ; ; ;333114/Aluguel de P.O.S.;2473,87;
 ; ; ; ; ; ; ; ; ;333117/Juros Empr/Financ;33243,6;
 ; ; ; ; ; ; ; ; ;333120/Tarifa  Alelo Ali;87,3;
 ; ; ; ; ; ; ; ; ;333124/Tarifa - Sodexo Alim;20,08;
 ; ; ; ; ; ; ; ; ;333125/Tarifa - Ticket Alim;1231,1;
 ; ; ; ; ; ; ; ; ;333127/ Tarifa Debito - Alelo Refeição;9;
 ; ; ; ; ; ; ; ; ;333128/Tarifa- VR Benef;162,24;
 ; ; ; ; ; ; ; ; ;333129/Tarifa - Sodexo Ref;35;
 ; ; ; ; ; ; ; ; ;333130/Tarifa- Sodexo Premium;87,96;
 ; ; ; ; ; ; ; ; ;333131/Tarifa - AMEX;0;
 ; ; ; ; ; ; ; ; ;333133/Tarifa Credito - Cabal;0;
 ; ; ; ; ; ; ; ; ;333134/ Tarifa GoodCard;4,05;
 ; ; ; ; ; ; ; ; ;333135/Tarifa Cred System;5;
 ; ; ; ; ; ; ; ; ;333136/Tarifa - ECX Card;0;
 ; ; ; ; ; ; ; ; ;333139/Tarifa- Mastercard;0;
 ; ; ; ; ; ; ; ; ;333141/Tarifa - Vale Card;533,5;
 ; ; ; ; ; ; ; ; ;333143/Tarifa- Policard;0;
 ; ; ; ; ; ; ; ; ;333148/Tarifa -UP Brasil;340,5;
 ; ; ; ; ; ; ; ; ;333149/Anuidade C Cred;6,42;
 ; ; ; ; ; ; ; ; ;333153/Tarifa - Sodexo Gift;20,08;
 ; ; ; ; ; ; ; ; ;333154/Tarifa T.r.;188,54;
 ; ; ; ; ; ; ; ; ;333155/Tarifa Ticket Flex;61,4;
 ; ; ; ; ; ; ; ; ;333156/Tarifa - Ben Visa;11;
 ; ; ; ; ; ; ; ; ;333157/Tarifa - PIX;0;
 ; ; ; ; ; ; ; ; ;333158/Tarifa -Green Card Ref;0;
 ; ; ; ; ; ; ; ; ;333160/Tarifa - Green Card - Alimentação;18;
 ; ; ; ; ; ; ; ; ;333206/Perdas c/ Créditos Incobráveis;314,08;
 ; ; ; ; ; ; ; ; ;333211/Falta de Cx ñ Cobrada;1,03;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;325726,93;
 ; ; ; ; ; ; ; ; ; ;13484446,7;
 ; ; ; ; ; ; ; ; ; ;183877,51;
 ; ; ; ; ; ; ; ; ; ;0;
 ; ; ; ; ; ; ; ; ; ;13994051,14;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
