Financeiro - Controladoria Financeira- Monica;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
Unidades:Supermercado;Periodicidade:Mensal;Período:Agosto/2025;;;;;;;;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ;Movimentação Geral;VALOR;P(%); ;Resumo;Movimentação; ; ;;
 ; ; ; ; ; ; ;112361/Credito - Mastercard;2.477.330,24;112707/Creditos Trocas em Cobrança;0;
 ; ; ; ; ; ; ;112372/Credito - Visa;1.561.684,37;112985/IRRF a Compensar;1143,12;
 ; ; ; ; ; ; ;112373/Credito - Vale Card;46.336,34;127201/Partic em Outras Sociedades;150;
 ; ; ; ; ; ; ;112375/Credito - Policard/Up Brasil;54.539,33;127203/Aracredi Banco Cooperativa Ltda;0;
 ; ; ; ; ; ; ;112379/Credito - Tricard;51.751,70;211101/Fornec. p/ Revenda;10213827,09;
 ; ; ; ; ; ; ;112380/Debito -VR ref;18.197,11;211102/Fornec p/ Consumo;167770,03;
 ; ; ; ; ; ; ;112381/Debito - Cabal;7.752,73;211103/Fornec de Serviços;412768,34;
 ; ; ; ; ; ; ;112382/Debito- Ben Vale Refeição;0,00;211104/Faturas a Pagar;162466,14;
 ; ; ; ; ; ; ;112383/Debito - Ben Vale Alim;0,00;211105/Fretes a Pagar;1135,04;
 ; ; ; ; ; ; ;112386/Debito-Green Card - Alimentação;43,13;211109/Fornecedor de Investimento;29755,73;
 ; ; ; ; ; ; ;112398/Pic Pay;2.204,58;211110/Fornec desp gerais;12917,2;
 ; ; ; ; ; ; ;112417/Credito - Sysprocard;2.400,16;211201/Obrig Imobilizado;109716,26;
 ; ; ; ; ; ; ;112501/Cheque AV;23.051,26;211301/Salários e Ordenado;474958;
 ; ; ; ; ; ; ;112502/Cheque Pre;143.223,32;211302/Férias a Pagar;73662,35;
 ; ; ; ; ; ; ;112503/Cheque devolvido;1.917,47;211303/ 13º Salário a Pagar;0;
 ; ; ; ; ; ; ;112701/Adiant. a Fornec.;19.050,89;211304/Verbas Resc a Pagar;50986,3;
 ; ; ; ; ; ; ;112702/Acordo Comercial-verbas;37.454,36;211305/Sindicatos a Pagar;842,22;
 ; ; ; ; ; ; ;112703/Devolução RCM;28.431,78;211306/Pensão Alimentícia;2410,8;
 ; ; ; ; ; ; ;112706/Trocas A Indenizar;95,54;211307/Adiant a Func;227826,89;
 ; ; ; ; ; ; ;112707/Trocas em cobrança;21.873,13;211309/Adto 13º Salário;2976,36;
 ; ; ; ; ; ; ;112710/Acordo Comercial-reduz;0,00;211410/Outras Obrig Trabal a Pagar;26496,6;
 ; ; ; ; ; ; ;112711/Acordo Descontos Obt;0,00;211501/ICMS a Recolher;239809,89;
 ; ; ; ; ; ; ;112713/ Acordos Bonificação;79.300,77;211502/PIS a Recolher;25402,24;
 ; ; ; ; ; ; ;112714/Sell Out;0,00;211503/COFINS a Recolher;117262,36;
 ; ; ; ; ; ; ;112799/Cred c/ Fornecedores;0,00;211504/INSS a Recolher;349541,4;
 ; ; ; ; ; ; ;112801/Adto Funcionários;0,00;211505/FGTS a Pagar;80128,03;
 ; ; ; ; ; ; ;112802/Antecipacao de Férias;0,00;211506/IRPJ a Pagar;51909,83;
 ; ; ; ; ; ; ;112807/Quebra de Caixa;3.504,28;211507/CSLL a Pagar;19407,54;
 ; ; ; ; ; ; ;112949/Outras CR;145,07;211508/IPTU a Pagar;12911,27;
 ; ; ; ; ; ; ;112952/Adto Clientes;0,00;211509/IPVA a Pagar;0;
 ; ; ; ; ; ; ;112953/Adto Clientes;29.878,25;211511/Multas a Pagar;0;
