Financeiro - Controladoria Financeira- Monica;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
 ; ;VALIDAÇÃO 211104;177.857,94; ; ; ;112230/ Tejotão Card 25;13.054,78;112251/ Pelegrine e Silva;4477,56;
 ; ; ; ; ; ; ;112231/Pereira & Sales;1.321,10;112252/ Livio Rinzler e Outros;5607,33;
 ; ;Serviços Normais;176.957,84; ; ; ;112232/A Regional;2.137,46;112253/Entregas e-commerce;0;
 ; ;Serviços - Investimentos;5.855,79; ; ; ;112234/Sombra Lubrificantes;7.865,63;112254/CDL- Câmara de Dirigentes Lojistas;0;
 ; ; ; ; ; ; ;112238/Parana Veiculos;0,00;112259/LF mecanização;19332,43;
 ; ; ; ; ; ; ;112240/Esporte Clube Cometa;0,00;112302/Debito-Alelo Ali;2353,33;
 ; ; ; ; ; ; ;112243/Edmar;0,00;112303/Debito -Cabal-voucher;3689,36;
 ; ; ; ; ; ; ;112244/Rossini;10.131,57;112308/Debito-Elo;2045,55;
 ; ; ; ; ; ; ;112248/Entregas a Domicilio;140.054,84;112312/Debito - Maestro;17615,66;
 ; ; ; ; ; ; ;112249/Doações a receber;4.373,05;112319/Debito- Sodexo  Alim;4907,6;
 ; ; ; ; ; ; ;112250/Tejotao Card-Cartoes;9.484,37;112320/Debito - Sodexo  Gift;0;
 ; ; ; ; ; ; ;112251/Pelegrine e Silva;8.955,12;112321/Debito - Ticket Alim;1644,98;
 ; ; ; ; ; ; ;112252/Livio Rinzler;11.069,86;112322/Debito - Ticket Restaurante;0;
 ; ; ; ; ; ; ;112253/E-commerce;37.089,25;112323/Debito - Ticket Flex;474,3;
 ; ; ; ; ; ; ;112254/CDL- Câmara de Dirigentes Lojistas;0,00;112326/Debito - Visa Electron;32256,23;
 ; ; ; ; ; ; ;112255/Tejotão Card 10;52.622,31;112327/ Debito - Alelo Refeição;0;
 ; ; ; ; ; ; ;112256/Tejotão Card 15;4.768,58;112329/Debito - VR Ali;1216,49;
 ; ; ; ; ; ; ;112257/Verídiana de Aguia;0,00;112330/Debito - Sodexo Ref;0;
 ; ; ; ; ; ; ;112258/Café Tejota;7.194,32;112331/Débito - Sodexo Premium;0;
 ; ; ; ; ; ; ;112259/LF mecanização;38.558,95;112350/Credito -AMEX;1059,44;
 ; ; ; ; ; ; ;112260/Rede Orto;0,10;112351/Credito - Hipercard;0;
 ; ; ; ; ; ; ;112302/Debito-Alelo Ali;147.392,31;112352/Credito - Cabal;0;
 ; ; ; ; ; ; ;112303/Debito - Cabal-voucher;164.735,26;112353/Credito-GoodCard;0;
 ; ; ; ; ; ; ;112308/Debito-Elo;483.462,00;112355/Credito - ECX Card;0;
 ; ; ; ; ; ; ;112312/Debito - Maestro;1.574.973,96;112357/Credito - Elo;16515,73;
 ; ; ; ; ; ; ;112311/Devedores Duvidosos;0,00;112358/Debito - Elo Voucher;0;
 ; ; ; ; ; ; ;112319/Debito - Sodexo - Alimentação;309.950,69;112361/Credito - Mastercard;36896,4;
 ; ; ; ; ; ; ;112320/Debito - Sodexo - Gift;27,80;112372/Credito - Visa;16315,01;
 ; ; ; ; ; ; ;112321/Debito - Ticket Alim;196.943,33;112373/Credito - Vale Card;0;
 ; ; ; ; ; ; ;112322/Debito - Ticket Restaurante;0,00;112375/Credito - Policard/Up Brasil;371,31;
 ; ; ; ; ; ; ;112323/Debito - Ticket Flex;864,80;112379/Credito - Tricard;641,11;
 ; ; ; ; ; ; ;112326/Debito - Visa Electron;1.946.093,41;112380/Debito -VR ref;0;
 ; ; ; ; ; ; ;112327/Debito - Alelo Refeição;33.005,41;112381/Debito - Cabal;0;
 ; ; ; ; ; ; ;112329/Debito - VR Alimentação;175.269,08;112382/Debito- Ben Vale Refeição;0;
 ; ; ; ; ; ; ;112330/Debito - Sodexo Refeição Pass;45.496,41;112383/Debito - Ben Vale Alim;0;
 ; ; ; ; ; ; ;112331/Débito - Sodexo Premium Pass;173,90;112386/Debito-Green Card - Alimentação;0;
 ; ; ; ; ; ; ;112350/Credito - American Express - AMEX;19.033,51;112398/Pic Pay;0;
 ; ; ; ; ; ; ;112351/Credito - Hipercard;0,00;112399/POS;0;
 ; ; ; ; ; ; ;112352/Credito - Cabal;148,66;112417/Credito - Sysprocard;0;
 ; ; ; ; ; ; ;112353/Credito-GoodCard;217,00;112501/Cheque AV;13443,19;
 ; ; ; ; ; ; ;112357/Credito - Elo;452.160,83;112502/Cheque Pre;26017,94;
 ; ; ; ; ; ; ;112358/Debito - Elo Voucher;0,00;112503/Cheque devolvido;4088,15;
 ; ; ; ; ; ; ;112359/Credito - Elo Voucher;1.803,61;112703/ Devolução de Mercadoria a Receber - RCM;10741,62;
 ; ; ; ; ; ; ;112361/Credito - Mastercard;2.523.294,36;112707/Creditos Trocas em Cobrança;0;
 ; ; ; ; ; ; ;112372/Credito - Visa;1.584.060,29;112985/IRRF a Compensar;2425,13;
 ; ; ; ; ; ; ;112373/Credito - Vale Card;44.824,63;127201/Partic em Outras Sociedades;100;
 ; ; ; ; ; ; ;112375/Credito - Policard/Up Brasil;55.361,07;127203/Aracredi Banco Cooperativa Ltda;0;
 ; ; ; ; ; ; ;112379/Credito - Tricard;46.898,20;211101/Fornec. p/ Revenda;12307008,57;
 ; ; ; ; ; ; ;112380/Debito -VR ref;13.670,99;211102/Fornec p/ Consumo;173433,07;
 ; ; ; ; ; ; ;112381/Debito - Cabal;11.276,17;211103/Fornec de Serviços;434023,18;
 ; ; ; ; ; ; ;112382/Debito- Ben Vale Refeição;0,00;211104/Faturas a Pagar;176957,84;
 ; ; ; ; ; ; ;112383/Debito - Ben Vale Alim;0,00;211105/Fretes a Pagar;105,48;
 ; ; ; ; ; ; ;112386/Debito-Green Card - Alimentação;0,00;211109/Fornecedor de Investimento;18348,57;
 ; ; ; ; ; ; ;112398/Pic Pay;0,00;211110/Fornec desp gerais;20450,65;
 ; ; ; ; ; ; ;112417/Credito - Sysprocard;2.381,61;211201/Obrig Imobilizado;86511,33;
 ; ; ; ; ; ; ;112501/Cheque AV;25.732,84;211301/Salários e Ordenado;529438,98;
 ; ; ; ; ; ; ;112502/Cheque Pre;119.867,28;211302/Férias a Pagar;111888,26;
 ; ; ; ; ; ; ;112503/Cheque devolvido;4.088,15;211303/ 13º Salário a Pagar;0;
 ; ; ; ; ; ; ;112701/Adiant. a Fornec.;14.332,32;211304/Verbas Resc a Pagar;36586;
 ; ; ; ; ; ; ;112702/Acordo Comercial-verbas;31.382,84;211305/Sindicatos a Pagar;5718,95;
 ; ; ; ; ; ; ;112703/Devolução RCM;49.884,59;211306/Pensão Alimentícia;2410,8;
 ; ; ; ; ; ; ;112706/Trocas A Indenizar;270,85;211307/Adiant a Func;228427,82;
 ; ; ; ; ; ; ;112707/Trocas em cobrança;12.529,20;211309/Adto 13º Salário;0;
 ; ; ; ; ; ; ;112710/Acordo Comercial-reduz;0,00;211410/Outras Obrig Trabal a Pagar;67600,71;
 ; ; ; ; ; ; ;112711/Acordo Descontos Obt;0,00;211501/ICMS a Recolher;226187,25;
 ; ; ; ; ; ; ;112713/ Acordos Bonificação;44.346,21;211502/PIS a Recolher;31398,25;
 ; ; ; ; ; ; ;112714/Sell Out;0,00;211503/COFINS a Recolher;144848,17;
 ; ; ; ; ; ; ;112799/Cred c/ Fornecedores;0,00;211504/INSS a Recolher;374492,79;
 ; ; ; ; ; ; ;112801/Adto Funcionários;0,00;211505/FGTS a Pagar;118832,5;
 ; ; ; ; ; ; ;112802/Antecipacao de Férias;0,00;211506/IRPJ a Pagar;35974,08;
 ; ; ; ; ; ; ;112807/Quebra de Caixa;3.015,15;211507/CSLL a Pagar;13670,67;
 ; ; ; ; ; ; ;112949/Outras CR;128,35;211508/IPTU a Pagar;0;
 ; ; ; ; ; ; ;112952/Adto Clientes;0,00;211509/IPVA a Pagar;0;
 ; ; ; ; ; ; ;112953/Adto Clientes;24.321,18;211511/Multas a Pagar;0;
 ; ; ; ; ; ; ;121953/Depósitos Judiciais - LP;0,00;211512/Multas Trabalhistas;18449,86;
 ; ; ; ; ; ; ;211902/Contra Vale a Pagar;0,00;211513/ICMS ST à Recolher;9175,9;
 ; ; ; ; ; ; ;211910/Multi Facil - Recarga de celular;0,00;211550/Fornec Tribut a Rec;309,29;
 ; ; ; ; ; ; ;211911/Corresp. Bancário;0,00;211601/Funrural a Recolher;5577,63;
 ; ; ; ; ; ; ;211925/Acordos Com a Apropriar;0,00;211602/IRRF a Recolher;53517,97;
 ; ; ; ; ; ; ;211945/Cheques P/Pgto.;16.849,01;211603/ISSQN a Recolher;0;
 ; ; ; ; ; ; ;211946/Outras Contas a Pagar;0,00;211604/Pis/Cofins/Csll a Recolher;3881,42;
 ; ; ; ; ; ; ;214304( - ) Juros  Aracredi;3.156,66;211605/INSS Retido a Recolher;2683,95;
 ; ; ; ; ; ; ;214306( - ) Juros Safra;10.955,15;211901/Devolução de Vendas a Pagar;13055,14;
 ; ; ; ; ; ; ;313101/Juros Recebidos;605,58;211902/Contra Vale a Pagar;496,45;
 ; ; ; ; ; ; ;313102/Descontos Obtidos;5.298,13;211903/Adiant. de Clientes;19544,84;
 ; ; ; ; ; ; ;313105/Rend. Aplic. Financeira;13.979,15;211905/Créd Trocas/Boni Inden;1171,77;
 ; ; ; ; ; ; ;313106/Bônus Correspondente Bancário;34,71;211910/Multi Facil - Recarga de celular;0;
 ; ; ; ; ; ; ;313203/Receitas Eventuais;0,00;211911/Corresp. Bancário;34302,36;
 ; ; ; ; ; ; ;313204/Sobra de Cx Fech;0,00;211913/Alugueis a Pagar;126369,83;
 ; ; ; ; ; ; ;313206/Acordo Comerc - Verbas;40.505,99;211914/Convênios Terceiros - Folha de Pagamento;49931,43;
 ; ; ; ; ; ; ;313208/Ganho Recarga;264,44;211915/Vale - Cesta Alimentação;0;
 ; ; ; ; ; ; ;313209/SOBRA CEASA;0,00;211916/Repasse Recarga de celular;10874;
 ; ; ; ; ; ; ;331110/Encargos Sociais - INSS;1,08;211917/Vale Cesta - Consolidado;0;
 ; ; ; ; ; ; ;331413/Sistemas Monitorados;1.899,94;211920/Adiant. a Fornecedor;19515,71;
 ; ; ; ; ; ; ;333101/Juros Pagos;0,00;211921/Bonificações a Apropriar;20499,19;
 ; ; ; ; ; ; ;333102/Descontos Concedidos;0,00;211925/Acordos Comerciais a Apropriar;40505,99;
 ; ; ; ; ; ; ;333108/ Tarifas Bancárias;0,00;211930/Depositos Judiciais de Terceiros a pagar;349,77;
 ; ; ; ; ; ; ;333109/Taxas adm Cartoes;0,00;211940/Distrib de Lucro Sócios;20379,63;
 ; ; ; ; ; ; ;333114/Aluguel de P.O.S.;0,00;211945/Cheq Pré P/ Pagam;16442,26;
 ; ; ; ; ; ; ;333206/Perdas s/ Créditos;0,00;211946/Outras Contas Pagar;125,79;
 ; ; ; ; ; ; ; ; ;211948/Outras Contas a pagar - I;3497,25;
 ; ; ; ; ; ; ; ; ;211949/Outras CP - Fornecedores;0;
 ; ; ; ; ; ; ; ; ;214303/Banco Aracredi;149086,51;
 ; ; ; ; ; ; ; ; ;214305/Banco Safra;84769,46;
 ; ; ; ; ; ; ; ; ;312107/Chargeback;0;
 ; ; ; ; ; ; ; ; ;313102/Descontos Obtidos;0;
 ; ; ; ; ; ; ; ; ;313107/Desc Obt - Acordos Comerciais;0;
 ; ; ; ; ; ; ; ; ;321255/( - ) Bonificações;0;
 ; ; ; ; ; ; ; ; ;331110/Encargos Sociais - INSS;0;
 ; ; ; ; ; ; ; ; ;331305/Multas Dedutíveis;0;
 ; ; ; ; ; ; ; ; ;332615/Taxas Ifood;1464,27;
 ; ; ; ; ; ; ; ; ;332707/Doações;4373,05;
 ; ; ; ; ; ; ; ; ;333101/Juros Pagos;0,96;
 ; ; ; ; ; ; ; ; ;333102/Desc. Concedidos;769,61;
 ; ; ; ; ; ; ; ; ;333107/IOF;2301,69;
 ; ; ; ; ; ; ; ; ;333108/Tarifas Bancárias;2904,93;
 ; ; ; ; ; ; ; ; ;333109/Taxas adm Cartoes;153552,88;
 ; ; ; ; ; ; ; ; ;333111/Tarifa s/ Cobrança;13,19;
 ; ; ; ; ; ; ; ; ;333114/Aluguel de P.O.S.;2328,26;
 ; ; ; ; ; ; ; ; ;333117/Juros Empr/Financ;14111,93;
 ; ; ; ; ; ; ; ; ;333120/Tarifa  Alelo Ali;69,3;
 ; ; ; ; ; ; ; ; ;333124/Tarifa - Sodexo Alim;21,8;
 ; ; ; ; ; ; ; ; ;333125/Tarifa - Ticket Alim;1268,87;
 ; ; ; ; ; ; ; ; ;333127/ Tarifa Debito - Alelo Refeição;0;
 ; ; ; ; ; ; ; ; ;333128/Tarifa- VR Benef;182,52;
 ; ; ; ; ; ; ; ; ;333129/Tarifa - Sodexo Ref;37,96;
 ; ; ; ; ; ; ; ; ;333130/Tarifa- Sodexo Premium;115,9;
 ; ; ; ; ; ; ; ; ;333131/Tarifa - AMEX;0;
 ; ; ; ; ; ; ; ; ;333133/Tarifa Credito - Cabal;0;
 ; ; ; ; ; ; ; ; ;333134/ Tarifa GoodCard;4,08;
 ; ; ; ; ; ; ; ; ;333135/Tarifa Cred System;7;
 ; ; ; ; ; ; ; ; ;333136/Tarifa - ECX Card;111,3;
 ; ; ; ; ; ; ; ; ;333139/Tarifa- Mastercard;0;
 ; ; ; ; ; ; ; ; ;333141/Tarifa - Vale Card;704,03;
 ; ; ; ; ; ; ; ; ;333143/Tarifa- Policard;0;
 ; ; ; ; ; ; ; ; ;333148/Tarifa -UP Brasil;810,44;
 ; ; ; ; ; ; ; ; ;333149/Anuidade C Cred;0;
 ; ; ; ; ; ; ; ; ;333153/Tarifa - Sodexo Gift;43,6;
 ; ; ; ; ; ; ; ; ;333154/Tarifa T.r.;118,98;
 ; ; ; ; ; ; ; ; ;333155/Tarifa Ticket Flex;158,14;
 ; ; ; ; ; ; ; ; ;333156/Tarifa - Ben Visa;0;
 ; ; ; ; ; ; ; ; ;333157/Tarifa - PIX;0;
 ; ; ; ; ; ; ; ; ;333158/Tarifa -Green Card Ref;0;
 ; ; ; ; ; ; ; ; ;333160/Tarifa - Green Card - Alimentação;0;
 ; ; ; ; ; ; ; ; ;333206/Perdas c/ Créditos Incobráveis;0;
 ; ; ; ; ; ; ; ; ;333211/Falta de Cx ñ Cobrada;0;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;318378,08;
 ; ; ; ; ; ; ; ; ; ;15845330,07;
 ; ; ; ; ; ; ; ; ; ;204807,12;
 ; ; ; ; ; ; ; ; ; ;3971,55;
 ; ; ; ; ; ; ; ; ; ;16368515,27;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ; ; ; ; ; ; ; ; ;;
